Unnamed: 0,GeneSymbol,#AlleleID,GeneID,HGNC_ID,PhenotypeIDS,PhenotypeList,Origin,OriginSimple,Assembly,ChromosomeAccession,Chromosome,Cytogenetic,TestedInGTR,SCVsForAggregateSomaticClinicalImpact,Entry,Protein names,Gene Names,Length,Ensembl,Subcellular location [CC],Synonyms,secreted,cytoplasmic,nuclear,class,Benign,Benign; association,Conflicting classifications of pathogenicity,Conflicting classifications of pathogenicity; association,Likely benign,Likely benign; association,Likely pathogenic,Likely pathogenic; Affects,Likely pathogenic; association,Pathogenic,Pathogenic/Likely pathogenic; association,Uncertain significance,Uncertain significance; Affects,Mislocalized,Mislocalization phenotype,is_Toxic_Gene,Disease,B_cell,T_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted,tagged_terminus,Main location,Additional location,location_feasible
1690,IL11RA,39092,3590,HGNC:5967,"MONDO:MONDO:0013615,MedGen:C3280073,OMIM:614188,Orphanet:284149|MedGen:C3661900",Craniosynostosis and dental anomalies|not provided,germline,germline,GRCh38,NC_000009.12,9,9p13.3,N,-,Q14626,Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA) [Cleaved into: Soluble interleukin-11 receptor subunit alpha (sIL-11R) (sIL-11RA) (sIL11RA)],IL11RA,422.0,ENST00000318041.13 [Q14626-1];ENST00000441545.7 [Q14626-1];ENST00000555981.6 [Q14626-1];ENST00000602473.5 [Q14626-2];ENST00000690286.1 [Q14626-1];,SUBCELLULAR LOCATION: [Interleukin-11 receptor subunit alpha]: Membrane {ECO:0000269|PubMed:26876177}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Soluble interleukin-11 receptor subunit alpha]: Secreted {ECO:0000269|PubMed:26876177}.; SUBCELLULAR LOCATION: [Isoform HCR2]: Secreted {ECO:0000269|PubMed:26876177}.,,yes,yes,no,secreted,4,0,3,0,3,0,4,0,0,1,0,17,0,,,False,Craniosynostosis and dental anomalies,non-essential,Non-essential,non-essential,No,,Yes,2.35,,,No,,Plasma membrane;Vesicles,,False
1691,IL12B,302744,3593,HGNC:5970,"MONDO:MONDO:0013954,MedGen:C4013948,OMIM:614890,Orphanet:319558",Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency,germline,germline,GRCh38,NC_000005.10,5,5q33.3,N,-,P29460,Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40) (NK cell stimulatory factor chain 2) (NKSF2),IL12B NKSF2,328.0,ENST00000231228.3;,SUBCELLULAR LOCATION: Secreted.,NKSF2,yes,no,no,secreted,3,0,4,0,2,0,0,0,0,0,0,82,0,,,False,Immunodeficiency 29,non-essential,Non-essential,non-essential,No,,No,,,,Yes,,,,False
1695,IL1RN,282300,3557,HGNC:6000,"MONDO:MONDO:0013021,MedGen:C2748507,OMIM:612852,Orphanet:210115|MedGen:C3661900|MedGen:CN169374",Sterile multifocal osteomyelitis with periostitis and pustulosis|not provided|not specified,germline,germline,GRCh38,NC_000002.12,2,2q14.1,N,-,P18510,Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (ICIL-1RA) (IL1 inhibitor) (Anakinra),IL1RN IL1F3 IL1RA,177.0,ENST00000259206.9 [P18510-3];ENST00000354115.6 [P18510-2];ENST00000361779.7 [P18510-4];ENST00000409052.6 [P18510-4];ENST00000409930.4 [P18510-1];ENST00000696879.1 [P18510-4];ENST00000696880.1 [P18510-4];ENST00000696881.1 [P18510-4];,SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000269|PubMed:32384874}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm.,IL1F3 IL1RA,yes,yes,no,secreted,0,0,3,0,2,0,0,0,0,0,0,63,0,,,False,"Osteomyelitis, sterile multifocal, with periostitis and pustulosis",non-essential,Non-essential,non-essential,No,,Yes,4.62,52.37752948,yes,Yes,,Cytosol;Nucleoplasm,Centrosome,True
1696,IL21R,226952,50615,HGNC:6006,"MeSH:D030342,MedGen:C0950123|MONDO:MONDO:0014082,MedGen:C3554687,OMIM:615207,Orphanet:357329|MedGen:C3661900",Inborn genetic diseases|Cryptosporidiosis-chronic cholangitis-liver disease syndrome|not provided,germline,germline,GRCh38,NC_000016.10,16,16p12.1,N,-,Q9HBE5,Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360),IL21R NILR UNQ3121/PRO10273,538.0,ENST00000337929.8;ENST00000395754.4;ENST00000564089.5;,SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.,NILR UNQ3121/PRO10273,no,yes,no,cytoplasmic,2,0,7,0,5,0,0,0,0,0,0,178,0,,,False,"Ige responsiveness, atopic",non-essential,Non-essential,non-essential,No,,Yes,1.75,,,No,,Cytosol;Plasma membrane,,True
1697,IL2RA,194827,3559,HGNC:6008,"MedGen:C3661900|MONDO:MONDO:0011664,MedGen:C1853392,OMIM:606367,Orphanet:169100",not provided|Immunodeficiency due to CD25 deficiency,germline,germline,GRCh38,NC_000010.11,10,10p15.1,N,-,P01589,Interleukin-2 receptor subunit alpha (IL-2 receptor subunit alpha) (IL-2-RA) (IL-2R subunit alpha) (IL2-RA) (TAC antigen) (p55) (CD antigen CD25),IL2RA,272.0,ENST00000379959.8;,SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.,,no,yes,no,cytoplasmic,1,0,5,0,2,0,0,0,0,0,0,110,0,,,False,"Diabetes mellitus, insulin-dependent, 10",non-essential,Non-essential,non-essential,Yes,IL2-IL2RA-IL2RB complex,No,,,,No,,,,False
1698,IL2RB,717434,3560,HGNC:6009,MedGen:C3661900|,not provided|IL2RB-related disorder,germline,germline,GRCh38,NC_000022.11,22,22q12.3,N,-,P14784,Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75) (p75) (CD antigen CD122),IL2RB IL15RB,551.0,ENST00000216223.10;ENST00000429622.6;ENST00000445595.2;ENST00000453962.6;ENST00000698883.1;ENST00000698890.1;ENST00000698892.1;ENST00000698893.1;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15123770, ECO:0000269|PubMed:31040184, ECO:0000269|PubMed:31040185}; Single-pass type I membrane protein {ECO:0000255}.",IL15RB,no,yes,no,cytoplasmic,6,0,4,0,7,0,0,0,0,0,0,168,0,,,False,IMMUNODEFICIENCY 63 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY,non-essential,Non-essential,non-essential,Yes,IL2-IL2RA-IL2RB complex,Yes,1.6,,,No,,,,False
1699,IL2RG,25062,3561,HGNC:6010,"MONDO:MONDO:0010730,MedGen:CN030319,OMIM:312863|MONDO:MONDO:0010315,MedGen:C1279481,OMIM:300400,Orphanet:276","Combined immunodeficiency, X-linked|X-linked severe combined immunodeficiency",germline,germline,GRCh38,NC_000023.11,X,Xq13.1,N,-,P31785,Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132),IL2RG,369.0,ENST00000374202.7 [P31785-1];,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15123770}; Single-pass type I membrane protein {ECO:0000255}. Cell surface {ECO:0000269|PubMed:15123770}.,,no,yes,no,cytoplasmic,10,0,9,0,17,0,30,0,0,12,0,90,0,1.0,Golgi apparatus>ER,False,X-linked severe combined immunodeficiency,non-essential,Essential,non-essential,Yes,IL4-IL4R-IL2RG complex,Yes,1.9,52.94735399,yes,No,,Plasma membrane,Nucleoplasm,True
1700,IL36RN,39446,26525,HGNC:15561,"MONDO:MONDO:0100491,MedGen:C0343055,Orphanet:247353|MedGen:C3661900|MONDO:MONDO:0013626,MedGen:C0392439,OMIM:614204,Orphanet:163931",Generalized pustular psoriasis|not provided|Acrodermatitis continua suppurativa of Hallopeau,germline,germline,GRCh38,NC_000002.12,2,2q14.1,N,-,Q9UBH0,Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1),IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342,155.0,ENST00000346807.7;ENST00000393200.7;ENST00000437409.2;,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:32272059}. Secreted {ECO:0000269|PubMed:32272059}. Note=The secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum-Golgi intermediate compartment) followed by vesicle entry and secretion. {ECO:0000269|PubMed:32272059}.,FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342,yes,yes,no,secreted,0,0,5,0,1,0,0,0,0,1,0,54,0,,,False,"Pustular psoriasis, generalized",non-essential,Non-essential,non-essential,No,,No,,,,Yes,,,,False
1701,IL6R,29699,3570,HGNC:6019,"MedGen:C3553493,OMIM:614689|MedGen:C3540094,OMIM:614752|MedGen:C3661900|MedGen:CN169374|","Soluble interleukin-6 receptor, serum level of, quantitative trait locus|Interleukin 6, serum level of, quantitative trait locus|not provided|not specified|IL6R-related disorder",germline,germline,GRCh38,NC_000001.11,1,1q21.3,N,-,P08887,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126) [Cleaved into: Soluble interleukin-6 receptor subunit alpha (sIL6R)],IL6R,468.0,ENST00000344086.8 [P08887-2];ENST00000368485.8 [P08887-1];,SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000250|UniProtKB:P22272}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:28060820}.; SUBCELLULAR LOCATION: [Soluble interleukin-6 receptor subunit alpha]: Secreted {ECO:0000269|PubMed:28060820}.,,yes,yes,no,secreted,2,0,1,0,5,0,0,0,0,1,0,110,0,,,False,"HYPER-IgE RECURRENT INFECTION SYNDROME 5, AUTOSOMAL RECESSIVE",non-essential,Non-essential,non-essential,No,,No,,54.32094702,yes,Yes,,,,False
1703,IL7R,29878,3575,HGNC:6024,"MONDO:MONDO:0012163,MedGen:C5676890,OMIM:608971|MedGen:CN169374|MedGen:C3661900",Immunodeficiency 104|not specified|not provided,germline;unknown,germline,GRCh38,NC_000005.10,5,5p13.2,N,-,P16871,Interleukin-7 receptor subunit alpha (IL-7 receptor subunit alpha) (IL-7R subunit alpha) (IL-7R-alpha) (IL-7RA) (CDw127) (CD antigen CD127),IL7R,459.0,ENST00000303115.8 [P16871-1];ENST00000506850.5 [P16871-3];,SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein {ECO:0000269|PubMed:31748347}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted.,,yes,yes,no,secreted,9,0,8,0,8,0,3,0,0,4,0,144,0,1.0,Plasma membrane>ER,False,"Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive",non-essential,Non-essential,non-essential,No,,No,,,,Yes,,Plasma membrane,,False
1704,ILDR1,53304,286676,HGNC:28741,"MedGen:CN169374|MedGen:C3661900|MONDO:MONDO:0012326,MedGen:C1864818,OMIM:609646,Orphanet:90636",not specified|not provided|Autosomal recessive nonsyndromic hearing loss 42,germline;unknown,germline,GRCh38,NC_000003.12,3,3q13.33,N,-,Q86SU0,Immunoglobulin-like domain-containing receptor 1 (Angulin-2),ILDR1,546.0,ENST00000273691.7 [Q86SU0-2];ENST00000344209.10 [Q86SU0-1];ENST00000393631.5 [Q86SU0-5];ENST00000642615.1 [Q86SU0-3];,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15381095}; Single-pass type I membrane protein {ECO:0000269|PubMed:15381095}. Cell junction, tight junction {ECO:0000269|PubMed:23239027}. Cytoplasm {ECO:0000269|PubMed:35595813}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm, cytosol {ECO:0000269|PubMed:15381095}.",,no,yes,no,cytoplasmic,7,0,11,0,3,0,1,0,0,1,0,128,0,,,False,"Deafness, autosomal recessive 42",non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
1705,IMPDH1,29873,3614,HGNC:6052,"MONDO:MONDO:0008379,MedGen:C1867299,OMIM:180105,Orphanet:791|MedGen:C3661900|Human Phenotype Ontology:HP:0000556,Human Phenotype Ontology:HP:0007736,Human Phenotype Ontology:HP:0007910,Human Phenotype Ontology:HP:0007974,Human Phenotype Ontology:HP:0007982,MONDO:MONDO:0019118,MeSH:D058499,MedGen:C0854723,Orphanet:71862",Retinitis pigmentosa 10|not provided|Retinal dystrophy,germline,germline,GRCh38,NC_000007.14,7,7q32.1,N,-,P20839,Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205) (IMPDH-I),IMPDH1 IMPD1,514.0,ENST00000338791.11 [P20839-6];ENST00000348127.11 [P20839-3];ENST00000354269.9 [P20839-5];ENST00000419067.6 [P20839-7];ENST00000480861.5 [P20839-4];ENST00000496200.5 [P20839-2];,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:14766016}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:14766016}.",IMPD1,no,yes,yes,cytoplasmic,0,0,20,0,2,0,6,0,0,3,0,229,0,1.0,Rods & rings>Cytoplasm,False,Leber congenital amaurosis 11,non-essential,Non-essential,non-essential,No,,No,,52.96049334,yes,Yes,,Cytosol,Rods & Rings,True
1710,INPP5K,404678,51763,HGNC:33882,"MONDO:MONDO:0024607,MedGen:C4479410,OMIM:617404,Orphanet:662184|MedGen:C3661900",Congenital muscular dystrophy with cataracts and intellectual disability|not provided,germline,germline,GRCh38,NC_000017.11,17,17p13.3,N,-,Q9BT40,"Inositol polyphosphate 5-phosphatase K (EC 3.1.3.56) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Skeletal muscle and kidney-enriched inositol phosphatase)",INPP5K PPS SKIP,448.0,ENST00000320345.10 [Q9BT40-2];ENST00000406424.8 [Q9BT40-2];ENST00000421807.7 [Q9BT40-1];,"SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12536145, ECO:0000269|PubMed:26940976, ECO:0000269|PubMed:28190456}. Cytoplasm {ECO:0000269|PubMed:10753883}. Note=Following stimulation with EGF, translocates to membrane ruffles (PubMed:12536145, PubMed:26940976). Concentrated at the periphery of the nucleus (PubMed:10753883). {ECO:0000269|PubMed:10753883, ECO:0000269|PubMed:12536145, ECO:0000269|PubMed:26940976}.",PPS SKIP,no,yes,yes,cytoplasmic,5,0,2,0,7,0,2,0,0,2,0,51,0,,,False,"Muscular dystrophy, congenital, with cataracts and intellectual disability",non-essential,Non-essential,non-essential,No,,No,,49.26679309,no,No,N,,,False
1712,INS,28418,3630,HGNC:6081,"MONDO:MONDO:0014535,MedGen:C0342283,OMIM:616214",Hyperproinsulinemia,germline;unknown,germline,GRCh38,NC_000011.10,11,11p15.5,N,-,P01308,Insulin [Cleaved into: Insulin B chain; Insulin A chain],INS,110.0,ENST00000250971.7 [P01308-1];ENST00000381330.5 [P01308-1];ENST00000397262.5 [P01308-1];,SUBCELLULAR LOCATION: Secreted.,,yes,no,no,secreted,0,0,10,0,0,0,17,0,0,0,0,34,0,0.0,,False,Hyperproinsulinemia,non-essential,Non-essential,non-essential,No,,Yes,1.54,,,Yes,,,,False
1713,INSL3,29871,3640,HGNC:6086,"Human Phenotype Ontology:HP:0000028,Human Phenotype Ontology:HP:0000797,MONDO:MONDO:0009047,MedGen:C0010417,OMIM:219050|MedGen:CN169374|MedGen:C3661900",Cryptorchidism|not specified|not provided,germline;unknown,germline,GRCh38,NC_000019.10,19,19p13.11,N,-,P51460,Insulin-like 3 (Leydig insulin-like peptide) (Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B chain; Insulin-like 3 A chain],INSL3 RLF RLNL,131.0,ENST00000317306.8 [P51460-1];ENST00000379695.5 [P51460-2];,SUBCELLULAR LOCATION: Secreted.,RLF RLNL,yes,no,no,secreted,1,0,1,0,4,0,0,0,0,0,0,19,0,0.0,,False,Cryptorchidism,non-essential,Non-essential,non-essential,No,,No,,,,Yes,,,,False
1722,IRAK4,39566,51135,HGNC:17967,"MONDO:MONDO:0011888,MedGen:C1843256,OMIM:607676,Orphanet:70592|MedGen:C3661900",Immunodeficiency 67|not provided,germline,germline,GRCh38,NC_000012.12,12,12q12,N,-,Q9NWZ3,Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64),IRAK4,460.0,ENST00000440781.6 [Q9NWZ3-2];ENST00000551736.5 [Q9NWZ3-1];ENST00000613694.5 [Q9NWZ3-1];,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21325272}.,,no,yes,no,cytoplasmic,2,0,3,0,4,0,0,0,0,0,0,111,0,,,False,Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency,non-essential,Non-essential,non-essential,Yes,"PELI1-IRAK4-IRAK1-TRAF6 complex, IL-1-induced",No,,49.32546743,no,Yes,,Cytosol;Microtubules,Nucleoli;Plasma membrane,True
1725,IRF6,18453,3664,HGNC:6121,"MONDO:MONDO:0017435,MedGen:C0265259,Orphanet:294963|MedGen:C3661900|MONDO:MONDO:0007334,MedGen:C5848052,OMIM:119500,Orphanet:1300|MONDO:MONDO:0019508,MedGen:C0175697,Orphanet:888;MONDO:MONDO:0017435,MedGen:C0265259,Orphanet:294963;MONDO:MONDO:0012141,MedGen:C1837213,OMIM:608864|MONDO:MONDO:1040010,MedGen:CN378148","Popliteal pterygium syndrome|not provided|Autosomal dominant popliteal pterygium syndrome|Van der Woude syndrome;Popliteal pterygium syndrome;Orofacial cleft 6, susceptibility to|IRF6-related condition",de novo;germline,germline,GRCh38,NC_000001.11,1,1q32.2,N,-,O14896,Interferon regulatory factor 6 (IRF-6),IRF6,467.0,ENST00000367021.8 [O14896-1];ENST00000542854.5 [O14896-2];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:16049006, ECO:0000269|PubMed:18212048}. Note=Translocates to nucleus in response to an activating signal. {ECO:0000250}.",,no,yes,yes,cytoplasmic,2,0,4,0,1,0,25,0,0,18,0,73,0,,,False,Popliteal pterygium syndrome,non-essential,Non-essential,non-essential,No,,Yes,4.36,48.75871156,no,Yes,,Cytosol,Nucleoplasm,True
1726,IRF8,71461,3394,HGNC:5358,"MONDO:MONDO:0013957,MedGen:C3808589,OMIM:614893,Orphanet:319600",Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,de novo;germline,germline,GRCh38,NC_000016.10,16,16q24.1,N,-,Q02556,Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP),IRF8 ICSBP1,426.0,ENST00000268638.10;ENST00000564803.6;ENST00000696887.1;,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23166356, ECO:0000269|PubMed:25122610}. Cytoplasm {ECO:0000269|PubMed:25122610}. Note=In resting macrophages, localizes in the cytoplasm. Translocated in the nucleus upon IFN-gamma induction. {ECO:0000269|PubMed:25122610}.",ICSBP1,no,yes,yes,cytoplasmic,0,0,2,0,4,0,1,0,0,0,0,173,0,,,False,Immunodeficiency 32a,non-essential,Non-essential,non-essential,No,,No,,46.89745906,no,No,,Nucleoplasm,,True
1728,IRX5,726681,10265,HGNC:14361,"MONDO:MONDO:0012634,MedGen:C1970027,OMIM:611174,Orphanet:314555|MedGen:C3661900",Craniofacial dysplasia - osteopenia syndrome|not provided,germline;maternal,germline,GRCh38,NC_000016.10,16,16q12.2,N,-,P78411,Iroquois-class homeodomain protein IRX-5 (Homeodomain protein IRX-2A) (Homeodomain protein IRXB2) (Iroquois homeobox protein 5),IRX5 IRX2A IRXB2,483.0,ENST00000320990.9 [P78411-2];ENST00000394636.9 [P78411-1];,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,IRX2A IRXB2,no,no,yes,nuclear,2,0,1,0,3,0,0,0,0,0,0,75,0,,,False,Hamamy syndrome,non-essential,Non-essential,non-essential,No,,No,,,,No,,Nuclear speckles,Cytosol;Microtubules,True
1729,ISCA1,362182,81689,HGNC:28660,"MONDO:MONDO:0017338,MedGen:C3502075,OMIM:PS605711,Orphanet:289573|MONDO:MONDO:0033282,MedGen:C4539919,OMIM:617613,Orphanet:569274",Fatal multiple mitochondrial dysfunctions syndrome|Multiple mitochondrial dysfunctions syndrome 5,germline;inherited,germline,GRCh38,NC_000009.12,9,9q21.33,N,-,Q9BUE6,"Iron-sulfur cluster assembly 1 homolog, mitochondrial (HESB-like domain-containing protein 2) (Iron-sulfur assembly protein IscA) (hIscA)",ISCA1 HBLD2 GK004,129.0,ENST00000375991.9 [Q9BUE6-1];,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15262227, ECO:0000269|PubMed:22323289}.",HBLD2 GK004,no,yes,no,SGE,0,0,1,0,0,0,0,0,0,0,0,12,0,,,False,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 5,non-essential,Non-essential,Essential,No,,No,,52.05763218,yes,No,,,,False
1730,ISCA2,181441,122961,HGNC:19857,"8 conditions|MONDO:MONDO:0014611,MedGen:C4225348,OMIM:616370,Orphanet:457406|MedGen:C3661900|MONDO:MONDO:0017338,MedGen:C3502075,OMIM:PS605711,Orphanet:289573",8 conditions|Multiple mitochondrial dysfunctions syndrome 4|not provided|Fatal multiple mitochondrial dysfunctions syndrome,germline,germline,GRCh38,NC_000014.9,14,14q24.3,N,-,Q86U28,"Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)",ISCA2 HBLD1,154.0,ENST00000554924.1 [Q86U28-2];ENST00000556816.6 [Q86U28-1];,SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22323289}.,HBLD1,no,yes,no,SGE,0,0,3,0,0,0,2,0,0,0,0,33,0,,,False,Multiple mitochondrial dysfunctions syndrome 4,non-essential,Non-essential,Essential,No,,No,,54.10657424,yes,No,,,,False
1731,ISCU,15822,23479,HGNC:29882,"MONDO:MONDO:0009706,MedGen:C1850718,OMIM:255125,Orphanet:43115|MedGen:C3661900",Hereditary myopathy with lactic acidosis due to ISCU deficiency|not provided,germline,germline,GRCh38,NC_000012.12,12,12q23.3,N,-,Q9H1K1,Iron-sulfur cluster assembly enzyme ISCU (NifU-like N-terminal domain-containing protein) (NifU-like protein),ISCU NIFUN,167.0,ENST00000311893.14 [Q9H1K1-1];ENST00000392807.8 [Q9H1K1-2];,"SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:11060020, ECO:0000269|PubMed:26702583}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus {ECO:0000269|PubMed:11060020}.",NIFUN,no,yes,yes,SGE,3,0,2,0,3,0,1,0,0,0,0,48,0,,,False,"Myopathy with lactic acidosis, hereditary",Essential,Non-essential,Essential,No,,No,,55.02792974,yes,No,,Cytosol;Mitochondria,,True
1732,ISG15,389314,9636,HGNC:4053,"MedGen:CN169374|MONDO:MONDO:0014502,MedGen:C4015293,OMIM:616126,Orphanet:319563|MedGen:C3661900",not specified|Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency|not provided,germline;unknown,germline,GRCh38,NC_000001.11,1,1p36.33,N,-,P05161,Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein) (hUCRP),ISG15 G1P2 UCRP,165.0,ENST00000649529.1;,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22859821}. Secreted {ECO:0000269|PubMed:22859821}. Note=Exists in three distinct states: free within the cell, released into the extracellular space, or conjugated to target proteins.",G1P2 UCRP,yes,yes,no,secreted,2,0,4,0,3,0,0,0,0,0,0,55,0,,,False,Immunodeficiency 38 with basal ganglia calcification,non-essential,Non-essential,non-essential,No,,No,,50.53776114,no,Yes,,,,False
1745,ITM2B,725503,9445,HGNC:6174,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000013.11,13,13q14.2,N,-,Q9Y287,"Integral membrane protein 2B (Immature BRI2) (imBRI2) (Protein E25B) (Transmembrane protein BRI) (Bri) [Cleaved into: BRI2, membrane form (Mature BRI2) (mBRI2); BRI2 intracellular domain (BRI2 ICD); BRI2C, soluble form; Bri23 peptide (Bri2-23) (ABri23) (C-terminal peptide) (P23 peptide)]",ITM2B BRI BRI2,266.0,ENST00000378549.5 [Q9Y287-2];ENST00000647800.2 [Q9Y287-1];,"SUBCELLULAR LOCATION: [Integral membrane protein 2B]: Golgi apparatus membrane {ECO:0000269|PubMed:14656991, ECO:0000269|PubMed:19114711}; Single-pass type II membrane protein {ECO:0000269|PubMed:10526337}. Note=Immature BRI2 (imBRI2) is cleaved by furin in the Golgi into mBRI2 and a Bri23 peptide. mBRI2 is transported to the plasma membrane and Bri23 peptide is secreted.; SUBCELLULAR LOCATION: [BRI2, membrane form]: Cell membrane {ECO:0000269|PubMed:18440095, ECO:0000269|PubMed:19748705, ECO:0000269|PubMed:21752865}; Single-pass type II membrane protein {ECO:0000269|PubMed:10526337}. Endosome membrane {ECO:0000269|PubMed:19748705}; Single-pass type II membrane protein {ECO:0000269|PubMed:10526337}. Note=Mature BRI2 (mBRI2) needs to be transported from the endoplasmic reticulum compartment to the cell membrane in order to be able to inhibit APP processing. {ECO:0000269|PubMed:19748705}.; SUBCELLULAR LOCATION: [Bri23 peptide]: Secreted {ECO:0000269|PubMed:10526337, ECO:0000269|PubMed:14656991, ECO:0000269|PubMed:18524908}. Note=Detected in the cerebral spinal fluid (CSF). {ECO:0000269|PubMed:18524908}.; SUBCELLULAR LOCATION: [BRI2C, soluble form]: Secreted {ECO:0000269|PubMed:17965014}.",BRI BRI2,yes,yes,no,secreted,1,0,3,0,1,0,1,0,0,0,0,77,0,,,False,ADan amyloidosis,non-essential,Non-essential,non-essential,No,,Yes,3.28,57.01085942,yes,Yes,,Golgi apparatus;Vesicles,,False
